content,score,label,clean
"apk mksa, bukan APK lain mlah masuk shopee kocak, APK pembkin iklan sampah pemaksa",1,negatif,apk mksa bukan apk mlah masuk shopee kocak apk pembkin iklan sampah pemaksa
pelayanan bavusss,5,positif,pelayanan bavusss
"enggak bgt deh, waktu itu aku beli sepatu sekolah di shopee, pas paket nya aku cek yg datang malah sendal mana sendal nya jelek lagi enggak bgt deh",1,negatif,enggak bgt deh waktu aku beli sepatu sekolah shopee pas paket nya aku cek yg datang malah sendal mana sendal nya jelek enggak bgt deh
"sangat buruk Shopee Food sering lompat lompat map nya jauh, saya sebagai pembeli dirugikan padahal saya sedang tidak di lokasi itu tapi otomatis lokasi saya berubah, aneh sangat buruk. Mungkin jika ada rating di bawah 1 saya akan berikan 0 bintang",1,negatif,sangat buruk shopee food sering lompat lompat map nya jauh sebagai pembeli dirugikan padahal sedang lokasi tapi otomatis lokasi berubah aneh sangat buruk mungkin ada rating di bawah  akan berikan  bintang
buruk biar saham lu turun,1,negatif,buruk biar saham lu turun
ini aplikasi selalu muncul mulu di tiktok sama iklan kalo main game jd gangu padahal minat buat downlod apk paling ngeselin,1,negatif,aplikasi selalu muncul mulu tiktok sama iklan kalo main game jd gangu padahal minat buat downlod apk paling ngeselin
BOIKOTTTT!!!!!!!!,1,negatif,boikotttt
bnyk iklan,1,negatif,bnyk iklan
jos jis,1,negatif,jos jis
mantapp,1,negatif,mantapp
"shopee makin sini kaya makin"" ,buat dspetin gratong minimal belanja 50rb apa apaan ,trs kaya dulu semua toko gratis ongkir sekarang kena ongkir ,ih shopee makin sini makin gmna ya masa nunggu buat ulas pesanan harus tunggu beberapa hari ,kaya duluin aja deh min lebih enak pake shopee sebelumnya mana adminya makin sini makin naik lagi kek apa ya ga habis pikir banget.jelek.",1,negatif,shopee makin sini kaya makin buat dspetin gratong minimal belanja rb apa apaan trs kaya dulu semua toko gratis ongkir sekarang kena ongkir ih shopee makin sini makin gmna masa nunggu buat ulas pesanan tunggu beberapa hari kaya duluin aja deh min lebih enak pake shopee sebelumnya mana adminya makin sini makin naik kek apa ga habis pikir bangetjelek
shopee keren belanja aman fast respon,5,positif,shopee keren belanja aman fast respon
coba-coba beneran dapat poin nya lumayan kan,5,positif,cobacoba beneran poin nya lumayan kan
gaguna,1,negatif,gaguna
#sell Singapore,1,negatif,sell singapore
tolong kalo bikin iklan yg ngotak dikit blog,1,negatif,kalo bikin iklan yg ngotak dikit blog
iklan ga masuk akal,1,negatif,iklan ga masuk akal
IKLANNYA DI MANA-MANA DAN SERING MUNCUL POPUP NOTIF SHOOPE MULU YANG PERLU DI PENCET X NYA,1,negatif,iklannya manamana sering muncul popup notif shoope mulu perlu pencet x nya
"banyak iklan gajelas yg ngarah langsung ke Shopee, shopeenya juga gaada antisipasi buat benahin masalah kek gini",1,negatif,banyak iklan gajelas yg ngarah langsung shopee shopeenya gaada antisipasi buat benahin masalah kek gini
bad,1,negatif,bad
sekarang ga kayak dulu,1,negatif,sekarang ga kayak dulu
halo iklan nya agak mengganggu dan plis cok jangan buat tombol X palsu lagi di iklan shoppe. tombol X palsi nya malah maksa ke aplikasi shoope,1,negatif,halo iklan nya mengganggu plis cok jangan buat tombol x palsu di iklan shoppe tombol x palsi nya malah maksa aplikasi shoope
sebaiknya kita dukung apk asli Indonesia,1,negatif,sebaiknya dukung apk asli indonesia
anehh bug Mulu syialann,1,negatif,anehh bug mulu syialann
"#maju Indonesia , Singapur buangg . aplikasi jelekkk bnyk iklan cuih",1,negatif,maju indonesia  singapur buangg  aplikasi jelekkk bnyk iklan cuih
bagus,5,positif,bagus
jelek banget,1,negatif,jelek banget
buruk sekali aplikasi ini jangan cobba ya gaenk #SELLSINGAPURA,1,negatif,buruk sekali aplikasi jangan cobba gaenk sellsingapura
Cinta Tanah air,1,negatif,cinta tanah air
tolong iklan web nya ilangan dah,1,negatif,iklan web nya ilangan dah
"gobloggg iklan lu banyak bgt ajgg, mana iklannya jarang ada tombol skip, sekalinya ada kecil banget ajgg,#sellsingaporn singashit",1,negatif,gobloggg iklan lu banyak bgt ajgg mana iklannya jarang tombol skip sekalinya kecil banget ajggsellsingaporn singashit
SELL SINGAPORE!! BUY INDONESIA,1,negatif,sell singapore buy indonesia
banyak iklan,1,negatif,banyak iklan
not good,1,negatif,not good
bagus asal kan iklan jngan terlalu banyak.terimakasih,4,positif,bagus asal kan iklan jngan terlalu banyakterimakasih
ayo ramai ramai kita kasih bintang 1,1,negatif,ayo ramai ramai kasih bintang 
bay singapur,1,negatif,bay singapur
apk banyak iklan punah aja anj😹,1,negatif,apk banyak iklan punah aja anj
"etalase produk tidak menjamin kulitas, sekalipun di toko mall ori/shoope. belum lagi voucher yg hilang2an. koin cashback 300rb juga hilang.",3,netral,etalase produk menjamin kulitas sekalipun toko mall orishoope lagi voucher yg hilangan koin cashback rb hilang
sangat membantu,5,positif,sangat membantu
iwh,1,negatif,iwh
good,5,positif,good
apk lemott,1,negatif,apk lemott
"Tolong kasih dark mode lah, biar nyaman di mata. Hari gini belum support dark mode",5,positif,kasih dark mode lah biar nyaman mata hari gini support dark mode
sell singapura buy Indonesia,1,negatif,sell singapura buy indonesia
apk ini makin lelet akhir akhir ini dan menggapa metode pembayaran COD tidak tersedia tolong perbaiki lagi sistem pembayaran di tempat terimakasih,5,positif,apk makin lelet akhir akhir dan menggapa metode pembayaran cod tersedia perbaiki sistem pembayaran tempat terimakasih
lemot,1,negatif,lemot
aplikasi busuk sell singapore,1,negatif,aplikasi busuk sell singapore
Aplikasi belanja online paling COOL,5,positif,aplikasi belanja online paling cool
😹😹,1,negatif,
jelek bgt fitur fitur nya,1,negatif,jelek bgt fitur fitur nya
puas belanja di shopee,5,positif,puas belanja shopee
jangan dihapus yaa rating ku wkwkwk🤭,1,negatif,jangan dihapus yaa rating ku wkwkwk
jelek byk iklan,1,negatif,jelek byk iklan
aplikasi bagus dan tidak rumit,5,positif,aplikasi bagus tidak rumit
"parah kurir spx nya, percobaan pengiriman gagal berkali2, padahal akun vip, ternyata ga jaminan di vip kan.",1,negatif,parah kurir spx nya percobaan pengiriman gagal berkali padahal akun vip ternyata ga jaminan vip kan
sell,1,negatif,sell
apk nya rusak,1,negatif,apk nya rusak
"kurir spx gk jls, pihak shopie nya juga gk tegas, di deskripsi pake menuju alamat, harus nya sehari sampai, eh malah muter2 gk tau kmna kurir nya, udh gt no wa kurir juga gk di ksh, kocak ni lama2 , benahi aplikasi sama sistem kalian, baru sya perbarui bintang nya",1,negatif,kurir spx gk jls pihak shopie nya gk tegas deskripsi pake menuju alamat nya sehari eh malah muter gk tau kmna kurir nya udh gt no wa kurir gk ksh kocak ni lama  benahi aplikasi sama sistem kalian baru sya perbarui bintang nya
"iklan mengganggu, layanan pengembalian barang dan dana tidak adil, sangat tidak adil, intinya ganti tempat & aplikasi belanja online",1,negatif,iklan mengganggu layanan pengembalian barang dana adil sangat adil intinya ganti tempat  aplikasi belanja online
"apa"" an aplikasi jelek COD tas buat isi barang yg dateng malah tas yang isi uang yg kecil se itill aplikasi gblokkkkk",1,negatif,apa an aplikasi jelek cod tas buat isi barang yg dateng malah tas isi uang yg kecil se itill aplikasi gblokkkkk
dih iwh,1,negatif,dih iwh
aplikasi burik!!!! pengiriman lama banget buset pesen tanggal sekian di kirim tanggal sekian gila!!!! boycot shopee aplikasi burik ga guna najis cuih,1,negatif,aplikasi burik pengiriman lama banget buset pesen tanggal sekian kirim tanggal sekian gila boycot shopee aplikasi burik ga najis cuih
bnyk iklan,1,negatif,bnyk iklan
Mantab ori,5,positif,mantab ori
"gara' iklan aplikasi ini gw jadi ganggu pas nonton bkp, mana tanda x nya kecil pula😹😹",1,negatif,gara iklan aplikasi gw jadi ganggu pas nonton bkp mana tanda x nya kecil
jelek,1,negatif,jelek
"sama saya juga, saya sedang bermain event dan tiba tiba ada iklan shopee sudah saya close tapi masih membuka aplikasinya berkali kali saya lakukan dan akhirnya saya kalah saya juga kecewa",1,negatif,sama juga sedang bermain event tiba tiba iklan shopee close masih membuka aplikasinya berkali kali lakukan akhirnya kalah saya juga kecewa
sangat baguss,5,positif,sangat baguss
"ganggu bgt ihhh, orang mau baca wattpad gk bisa gara"" iklan lu stop ya bikin emosi rasanya pengen gw blok trus uninstal. ganggu bgt!!!",1,negatif,ganggu bgt ihhh orang mau baca wattpad gk gara iklan lu stop bikin emosi rasanya pengen gw blok trus uninstal ganggu bgt
masih banya seller penipu di aplikadi shopee,1,negatif,banya seller penipu aplikadi shopee
saya pesan jeans yang datang malah sempak,1,negatif,pesan jeans datang malah sempak
aplikasi yang sangat membantu,1,negatif,aplikasi sangat membantu
tidak pantas,1,negatif,pantas
apk sampah nih kasih b1 aj😹,1,negatif,apk sampah nih kasih b aj
ongkir nya murah,5,positif,ongkir nya murah
hapus iklan murahan lo itu Shopee 🤣,5,positif,hapus iklan murahan lo shopee 
LELET! PDHL RUANGAN DAN JARINGAN BAGUS,1,negatif,lelet pdhl ruangan jaringan bagus
oke,5,positif,oke
IKLAN LU SPAM DI MANA2 GAK BISA DI SKIP NYUSAHIN ORANG,1,negatif,iklan lu spam mana gak di skip nyusahin orang
yang bener aja lah kalo buat iklan lagi main game tiba² iklan kalo mencet x harus di paksa download atau buka aplikasi....kecewa berat,1,negatif,bener aja lah kalo buat iklan main game tiba iklan kalo mencet x di paksa download buka aplikasikecewa berat
"tolong kalau iklan jangan terlalu masif di banyak aplikasi saya buka website dikit dikit shopee, ngedit dikit dikit shopeee",1,negatif,kalau iklan jangan terlalu masif banyak aplikasi buka website dikit dikit shopee ngedit dikit dikit shopeee
"sell singapura, buy indonesia🔥💪",1,negatif,sell singapura buy indonesia
"ni apk menganggu banget, lagi buka aplikasi lain tiba tiba di alihin ke apk ini, mana pas mau dipencet iklan nya di prank lagi, setiap buka apk/web pasti yang muncul iklan ni apk terus, kepencet sedikit langsung di alihin",1,negatif,ni apk menganggu banget buka aplikasi tiba tiba alihin apk mana pas mau dipencet iklan nya prank setiap buka apkweb yang muncul iklan ni apk terus kepencet sedikit langsung alihin
mempermudah kita belanja semoga shopee menjadi yg terdepan,5,positif,mempermudah belanja semoga shopee menjadi yg terdepan
mohon kalo buat iklan tombol x nya dibesarin soal nya nganggu mulu,5,positif,mohon kalo buat iklan tombol x nya dibesarin soal nya nganggu mulu
aplikasi banyak barang busuknya pernah beli jaket tapi kaya bekas sobekan dan banyak lagi gue sering return,1,negatif,aplikasi banyak barang busuknya pernah beli jaket kaya bekas sobekan banyak gue sering return
"sangat membantu untuk barang2 pesanan yang di butuhkan,semoga makin lancar dan nyaman👍",5,positif,sangat membantu barang pesanan di butuhkansemoga makin lancar nyaman
udah iklannya susah di pencet nurunin harga rupiah lagi😂,1,negatif,udah iklannya susah pencet nurunin harga rupiah
🤮,1,negatif,
aku mau ke 13rb 1 dolar,1,negatif,aku mau rb  dolar
apk gk jelas,1,negatif,apk gk jelas
ga ada yang jualan kangkung.,1,negatif,ga yang jualan kangkung
"aplikasi yang jelek selalu iklan, membuat kita menjadi bodoh #SELL SINGAPORE #SELL AUSTRALIA #BUY INDONESIA",1,negatif,aplikasi jelek selalu iklan membuat menjadi bodoh sell singapore sell australia buy indonesia
sangat puas belanja di shope barang ny bagus hrga nya murah..gratis ongkir nya pun sllu ada🥰🥰🥰🥰,5,positif,sangat puas belanja shope barang ny bagus hrga nya murahgratis ongkir nya sllu
apk apa apaan lama bet ga guna,1,negatif,apk apa apaan lama bet ga
bisa ga iklannya kurang²ngin ganggu banget sumpah,3,netral,ga iklannya kurangngin ganggu banget sumpah
Mohon maaf Ini aplikasi belum saya download tapi iklan nya ganggu banget apalagi Skip nya Bisa nipu.,1,negatif,mohon maaf aplikasi saya download iklan nya ganggu banget skip nya nipu
Belanja di shopee kalo mau kembalikan barang selalu di tolak,1,negatif,belanja shopee kalo mau kembalikan barang selalu tolak
"kalo ngasih iklan jangan di sembarang aplikasi cape neken"" x tapi ga ke close, ngasih iklan boleh asal jangn di macam"" apk lah orang lagi ngedit masa iya munculnya Shopee kesel lama lama, buat dev kurang kurangin lah iklannya apk bagus malah kyak gini ★5 biar di notice trimakasih...",5,positif,kalo ngasih iklan jangan sembarang aplikasi cape neken x ga close ngasih iklan asal jangn macam apk lah orang ngedit masa iya munculnya shopee kesel lama lama buat dev kurang kurangin lah iklannya apk bagus malah kyak gini  biar notice trimakasih
aplikasi busuk,1,negatif,aplikasi busuk
"keren, btw kalo bikin iklan gampangin dikit yaw",5,positif,keren btw kalo bikin iklan gampangin dikit yaw
"Tolong dong. Untuk profil, foto, username akun buyer & seller dipisah, biar bisa dibeda'in kaya tokopedia. Profil akun buyer & seller jadi satu jadi aneh kesannya",1,negatif,dong profil foto username akun buyer  seller dipisah biar dibedain kaya tokopedia profil akun buyer  seller jadi satu jadi aneh kesannya
"iklan nya ngeselin banget, bangke.",1,negatif,iklan nya ngeselin banget bangke
"Voucher ChatGPT Go dari Shopee VIP ngga bisa dipake dalam 2 kali pembelian Shopee VIP. Ganti akun ChatGPT bahkan bikin akun gmail baru cuma buat klaim, hasilnya tetap nihil. Lapor ke CS tapi solusi yang ditawarkan sama terus, seperti ngga ada solusi lain",1,negatif,voucher chatgpt go shopee vip ngga dipake  kali pembelian shopee vip ganti akun chatgpt bahkan bikin akun gmail baru cuma buat klaim hasilnya tetap nihil lapor cs solusi ditawarkan sama terus ngga solusi
barang datang nya sampai 2 minggu mending hapus aja shopee,1,negatif,barang datang nya  minggu mending hapus aja shopee
pihak shopee yang terhormat kemapa shopyliter saya tidak bisa di gunakan baru aja muncul malah nggk bisa di gunakan padahal sudah udah nunggu lama,4,positif,pihak shopee terhormat kemapa shopyliter tidak di gunakan baru aja muncul malah nggk di gunakan padahal udah nunggu lama
iklan nya nyusahin,1,negatif,iklan nya nyusahin
sangat membantu,5,positif,sangat membantu
sangat membantuuu mencari barang,5,positif,sangat membantuuu mencari barang
Banyak iklan nya bangke,1,negatif,banyak iklan nya bangke
saya sering order tapi tidak pernah datang barang aplikasi apa ini,1,negatif,sering order tidak pernah datang barang aplikasi apa
ga suka aja,1,negatif,ga suka aja
luas,5,positif,luas
kalo mau download banyak iklan,1,negatif,kalo mau download banyak iklan
Iklan nya ganggu banget,1,negatif,iklan nya ganggu banget
0 solusi ketika terjadi trouble,2,negatif, solusi terjadi trouble
"jujur iklan nya ngeselin banget, lagi di apk lain selalu ada iklan nya, di web pun ada, padahal gak di sentuh samsek tetep aja masuk ke shoope",1,negatif,jujur iklan nya ngeselin banget apk selalu iklan nya web ada padahal gak di sentuh samsek tetep aja masuk shoope
kebanyakan iklan 👎🏾,1,negatif,kebanyakan iklan 
gak suka jelek ga bagus,1,negatif,gak suka jelek ga bagus
boikot,1,negatif,boikot
tidak usah keluar rumah,5,positif,usah keluar rumah
Jelekkkkkkkkk bgtttttt,1,negatif,jelekkkkkkkkk bgtttttt
SAMPAH😂,1,negatif,sampah
buatan Singapure ini,1,negatif,buatan singapure
Saya mau kasih masukan.. Klo bisa untuk pengiriman order itu yg sesuai lh soalnya kn saya pesen barang di 2 toko yg berbeda ada 1 toko saya chat mengenai pesenan saya tidak direspon sama sekali.. Semetara toko tg sebelah nya dikirim teoat waktu padahal pesennya sama lagi tu malah lebih dulu bayarnya ditoko yg sama sekali tidak merespon tersebut,1,negatif,mau kasih masukan klo untuk pengiriman order yg sesuai lh soalnya kn pesen barang  toko yg berbeda  toko chat mengenai pesenan direspon sama sekali semetara toko tg sebelah nya dikirim teoat waktu padahal pesennya sama tu malah lebih dulu bayarnya ditoko yg sama sekali tidak merespon tersebut
ok,5,positif,
"aplikasi maksa jirr padahal aku gamau install tapi selalu diarahin biar diinstal,benci banget benci",1,negatif,aplikasi maksa jirr padahal aku gamau install selalu diarahin biar diinstalbenci banget benci
iklan ga shoope ga ngotak,1,negatif,iklan ga shoope ga ngotak
nggak banget aku beli vaseline yg dateng malah kw,1,negatif,banget aku beli vaseline yg dateng malah kw
beli brng di sini mahal ! #sell Singapur,1,negatif,beli brng sini mahal  sell singapur
"Iklannya gak banget, masa masuk aplikasi lain malah tiba-tiba login ke shopee anjin, gue gak tiap hari,tiap waktu,tiap menit mau belanja ya",1,negatif,iklannya gak banget masa masuk aplikasi malah tibatiba login shopee anjin gue gak tiap haritiap waktutiap menit mau belanja
kurang pantas,1,negatif,kurang pantas
tidak pas 💀😣,1,negatif,pas 
mantapp,5,positif,mantapp
"Apk sampah ini guys, mending belanja Tokopedia aja !!!",1,negatif,apk sampah guys mending belanja tokopedia aja 
